"ConditionName","ConditionSNOMED","PathogenName","PathogenTaxonID","Fatalities","CountryName","CountryISO","Admin1Name","Admin1ISO","Admin2Name","CityName","PeriodStartDate","PeriodEndDate","PartOfCumulativeCountSeries","AgeRange","Subpopulation","PlaceOfAcquisition","DiagnosisCertainty","SourceName","CountValue"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","DELAWARE","US-DE","NA","NA","2012-12-30","2013-12-07","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","DELAWARE","US-DE","NA","NA","2012-12-30","2013-12-14","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","DELAWARE","US-DE","NA","NA","2012-12-30","2013-12-21","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","DELAWARE","US-DE","NA","NA","2012-12-30","2013-12-28","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2002-12-29","2003-08-16","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2002-12-29","2003-08-23","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2002-12-29","2003-08-30","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2002-12-29","2003-09-06","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2002-12-29","2003-09-20","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2002-12-29","2003-09-27","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2002-12-29","2003-10-11","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","11"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2002-12-29","2003-11-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","11"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2002-12-29","2003-11-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","11"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2002-12-29","2003-11-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","11"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2002-12-29","2003-12-13","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","11"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2004-01-04","2004-10-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2004-01-04","2004-10-09","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2004-01-04","2004-10-16","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2004-01-04","2004-10-23","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2004-01-04","2004-10-30","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2004-01-04","2004-11-20","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2004-01-04","2004-11-27","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2004-01-04","2004-12-18","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2005-01-02","2005-09-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2005-01-02","2005-09-17","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2005-01-02","2005-09-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2005-01-02","2005-10-01","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2005-01-02","2005-10-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2005-01-02","2005-10-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2005-01-02","2005-10-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2005-01-02","2005-10-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2005-01-02","2005-11-12","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2005-01-02","2005-11-19","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2005-01-02","2005-11-26","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2005-01-02","2005-12-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2005-01-02","2005-12-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2005-01-02","2005-12-17","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2005-01-02","2005-12-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2005-01-02","2005-12-31","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-01-01","2006-09-23","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-01-01","2006-09-30","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-01-01","2006-10-07","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-01-01","2006-10-14","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-01-01","2006-10-21","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-01-01","2006-10-28","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-01-01","2006-11-04","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-01-01","2006-12-16","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-01-01","2006-12-23","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-01-01","2006-12-30","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","5"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-08-18","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-08-25","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-09-01","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-09-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-09-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-09-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-09-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-10-06","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-10-13","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-10-20","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-10-27","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-11-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-11-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-11-17","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-11-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-12-01","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-12-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-12-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-12-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2006-12-31","2007-12-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2007-12-30","2008-10-04","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2007-12-30","2008-10-11","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2007-12-30","2008-10-18","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2007-12-30","2008-10-25","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2007-12-30","2008-11-01","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2007-12-30","2008-11-08","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2007-12-30","2008-11-15","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2007-12-30","2008-11-22","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2007-12-30","2008-11-29","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2007-12-30","2008-12-06","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2007-12-30","2008-12-13","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2007-12-30","2008-12-20","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2007-12-30","2008-12-27","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2007-12-28","2009-01-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2009-01-04","2009-09-12","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2009-01-04","2009-09-19","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2009-01-04","2009-09-26","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2009-01-04","2009-10-03","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2009-01-04","2009-10-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2009-01-04","2009-10-17","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2009-01-04","2009-10-24","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2009-01-04","2009-10-31","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2009-01-04","2009-11-07","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2009-01-04","2009-11-14","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2009-01-04","2009-11-21","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2009-01-04","2009-11-28","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2009-01-04","2009-12-05","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2009-01-04","2009-12-12","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2009-01-04","2009-12-19","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2009-01-04","2009-12-26","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2009-01-04","2010-01-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","3"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2010-01-03","2010-04-10","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","4"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2010-01-03","2010-10-02","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","1"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2010-01-03","2010-10-09","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2010-01-03","2010-10-16","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2010-01-03","2010-10-23","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2010-01-03","2010-10-30","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2010-01-03","2010-11-06","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2010-01-03","2010-11-13","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2010-01-03","2010-11-20","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
"Disorder of nervous system caused by West Nile virus","430397002","West Nile virus","11082","0","UNITED STATES OF AMERICA","US","KENTUCKY","US-KY","NA","NA","2010-01-03","2010-11-27","1","0-130","None specified","NA","NA","US Nationally Notifiable Disease Surveillance System","2"
